ID	CODA_UTF8	CODA	Egyptian-Word_UTF8	Egyptian-Word	Egyptian-POS-CHE	Egyptian-POS-LDC	MSA-Lemma_UTF8	MSA-Lemma	English-Equivalent	CALIMA_EGY_LEMMA	CALIMA_ALMOR_POS	SAMA_LEMMA	SAMA_POS
176	أَبْصَر	>aboSar	أَبْصَر	>aboSar	adj+elative	ADJ_COMP	أَبْصَر	>aboSar	one wonders	>aboSar_2	pos:adj_comp	>aboSar_2	pos:adj_comp
177	أَبْعَد	>aboEad	أَبْعَد	>aboEad	adj+elative	ADJ_COMP	أَبْعَد	>aboEad	farther;;farthest	>aboEad_1	pos:adj_comp	>aboEad_2	pos:adj_comp
178	أَبْعَد	>aboEad	أَبْعَد	>aboEad	adj+elative	ADJ_COMP	أَبْعَد	>aboEad	farther;;farthest	>aboEad_2	pos:adj_comp	>aboEad_2	pos:adj_comp
179	أَبْعَد	>aboEad	أَبْعَد	>aboEad	adj+elative	ADJ_COMP	أَبْعَد	>aboEad	more distant;;unlikely	>aboEad_1	pos:adj_comp	>aboEad_2	pos:adj_comp
180	أَبْعَد	>aboEad	أَبْعَد	>aboEad	adj+elative	ADJ_COMP	أَبْعَد	>aboEad	more distant;;unlikely	>aboEad_2	pos:adj_comp	>aboEad_2	pos:adj_comp
181	أَبْعَد	>aboEad	أَبْعَد	>aboEad	adj+elative	ADJ_COMP	أَبْعَد	>aboEad	unmentionable;;you-know-who	>aboEad_1	pos:adj_comp	>aboEad_2	pos:adj_comp
182	أَبْعَد	>aboEad	أَبْعَد	>aboEad	adj+elative	ADJ_COMP	أَبْعَد	>aboEad	unmentionable;;you-know-who	>aboEad_2	pos:adj_comp	>aboEad_2	pos:adj_comp
183	أَبْعَد	>aboEad	أَبْعَد	>aboEad	verb	PV	أَبْعَد	>aboEad	remove;;expel;;exclude;;eliminate	>aboEad_1	pos:verb	>aboEad_1	pos:verb
184	أَبْعَدِيَّة	>aboEadiy~ap	أَبْعَدِيَّة	>aboEadiy~ap	noun	NOUN	أَبْعَدِيَّة	>aboEadiy~ap	heritage	>aboEadiy~ap_1	pos:noun	UNK	UNK
185	أَبْغَض	>abogaD	أَبْغَض	>abogaD	adj+elative	ADJ_COMP	أَبْغَض	>abogaD	the most odious	>abogaD_1	pos:adj_comp	UNK	UNK
186	أَبْقَى	>aboqaY	أَبْقَى	>aboqaY	adj+elative	ADJ_COMP	أَبْقَى	>aboqaY	more lasting;;more durable	>aboqaY_1	pos:adj_comp	>aboqaY_2	pos:adj_comp
187	أَبْقَى	>aboqaY	أَبْقَى	>aboqaY	adj+elative	ADJ_COMP	أَبْقَى	>aboqaY	more lasting;;more durable	>aboqaY_2	pos:adj_comp	>aboqaY_2	pos:adj_comp
188	أَبْقَى	>aboqaY	أَبْقَى	>aboqaY	verb	PV	أَبْقَى	>aboqaY	deserve	>aboqaY_1	pos:verb	>aboqaY_1	pos:verb
189	أَبْكَر	>abokar	أَبْكَر	>abokar	adj+elative	ADJ_COMP	أَبْكَر	>abokar	earlier;;earliest	>abokar_1	pos:adj_comp	>abokar_2	pos:adj_comp
190	أَبْكَر	>abokar	أَبْكَر	>abokar	adj+elative	ADJ_COMP	أَبْكَر	>abokar	earlier;;earliest	>abokar_2	pos:adj_comp	>abokar_2	pos:adj_comp
191	أَبْكَر	>abokar	أَبْكَر	>abokar	adj+elative	ADJ_COMP	أَبْكَر	>abokar	most early	>abokar_1	pos:adj_comp	>abokar_2	pos:adj_comp
192	أَبْكَر	>abokar	أَبْكَر	>abokar	adj+elative	ADJ_COMP	أَبْكَر	>abokar	most early	>abokar_2	pos:adj_comp	>abokar_2	pos:adj_comp
193	أَبْكَم	>abokam	أَبْكَم	>abokam	adj	ADJ	أَبْكَم	>abokam	silent;;mute	>abokam_1	pos:adj	>abokam_2	pos:adj
194	أَبْكَم	>abokam	أَبْكَم	>abokam	adj	ADJ	أَبْكَم	>abokam	silent;;mute	>abokam_2	pos:adj	>abokam_2	pos:adj
195	أَبْلاتِين	>abolAtiyn	أَبْلاتِين	>abolAtiyn	noun	NOUN	أَبْلاتِين	>abolAtiyn	contact breaker	>abolAtiyn_1	pos:noun	UNK	UNK
196	أَبْلاتِينَة	>abolAtiynap	أَبْلاتِينَة	>abolAtiynap	noun	NOUN	قاطِع التَّلامَسّ	qATiE Alt~alAmas~	contact breaker	>abolAtiynap_1	pos:noun	UNK	UNK
197	أَبْلاسَيه	>abolAsayh	أَبْلاسَيه	>abolAsayh	noun	NOUN	أَبْلاسَيه	>abolAsayh	_	>abolAsayh_1	pos:noun	UNK	UNK
198	أَبْلاسِيه	>abolAsiyh	أَبْلاسِيه	>abolAsiyh	noun	NOUN	مُسَوِّق	musaw~iq	sales rep	UNK	UNK	UNK	UNK
199	أَبْلاكاش	>abolAkA$	أَبْلاكاش	>abolAkA$	noun	NOUN	خَشَب	xa$ab	plywood	UNK	UNK	xa$ab_1	pos:noun
200	أَبْلاكاش	>abolAkA$	أَبْلَكاش	>abolakA$	noun	NOUN	أَبْلَكاش	>abolakA$	plywood	>abolakA$_1	pos:noun	UNK	UNK
201	أَبْلَة	>abolap	أَبْلَة	>abolap	noun	NOUN	خالْتِي	xAlotiy	aunt	>abolap_1	pos:noun	UNK	UNK
202	أَبْلَد	>abolad	أَبْلَد	>abolad	adj+elative	ADJ_COMP	أَبْلَد	>abolad	more dull	>abolad_1	pos:adj_comp	>abolad_1	pos:adj_comp
203	أَبْلَد	>abolad	أَبْلَد	>abolad	adj+elative	ADJ_COMP	أَبْلَد	>abolad	more stupid	>abolad_1	pos:adj_comp	>abolad_1	pos:adj_comp
204	أَبْلَغ	>abolag	أَبْلَغ	>abolag	adj+elative	ADJ_COMP	أَبْلَغ	>abolag	more eloquent	>abolag_1	pos:adj_comp	>abolag_2	pos:adj_comp
205	أَبْلَغ	>abolag	أَبْلَغ	>abolag	adj+elative	ADJ_COMP	أَبْلَغ	>abolag	more eloquent	>abolag_2	pos:adj_comp	>abolag_2	pos:adj_comp
206	أَبْلَغ	>abolag	أَبْلَغ	>abolag	adj+elative	ADJ_COMP	أَفْصَح	>afoSaH	more eloquent	>abolag_1	pos:adj_comp	>afoSaH_2	pos:adj_comp
207	أَبْلَغ	>abolag	أَبْلَغ	>abolag	adj+elative	ADJ_COMP	أَفْصَح	>afoSaH	more eloquent	>abolag_2	pos:adj_comp	>afoSaH_2	pos:adj_comp
208	أَبْلَغ	>abolag	أَبْلَغ	>abolag	verb	PV	أَبْلَغ	>abolag	be reported;;be informed;;inform;;be notified;;notify;;report	>abolag_1	pos:verb	>abolag_1	pos:verb
209	أَبْلَغَ	>abolaga	أَبْلَغَ	>abolaga	verb	PV	أَبْلَغ;;أَخْبَر	>abolag;;>axobar	inform	>abolag_1	pos:verb	>abolag_1	pos:verb
210	أَبْلَغَ	>abolaga	أَبْلَغَ	>abolaga	verb	PV	أَبْلَغ;;أَخْبَر	>abolag;;>axobar	inform	>abolag_1	pos:verb	>axobar_1	pos:verb
211	أَبْلَه	>abolah	أَبْلَه	>abolah	adj	ADJ	أَبْلَه	>abolah	doltish;;dumb	>abolah_1	pos:adj	>abolah_1	pos:noun
212	أَبْلَه	>abolah	أَبْلَه	>abolah	adj	ADJ	أَبْلَه	>abolah	idiotic	>abolah_1	pos:adj	>abolah_1	pos:noun
213	أَبْلَه	>abolah	أَبْلَه	>abolah	noun	NOUN	أَبْلَه	>abolah	doltish;;dumb	>abolah_1	pos:noun	>abolah_1	pos:noun
214	أَبْلِيز	>aboliyz	أَبْلِيز	>aboliyz	noun	NOUN	طِين	Tiyn	alluvial	>aboliyz_1	pos:noun	Tiyn_1	pos:noun
215	أَبْلِيك	>aboliyk	أَبْلِيك	>aboliyk	noun	NOUN	أَبْلِيك	>aboliyk	ornamental wall relief	>aboliyk_1	pos:noun	UNK	UNK
216	أَبْلِيك	>aboliyk	أَبْلِيك	>aboliyk	noun	NOUN	مِصْباح الحائِط	miSobAH AlHA}iT	wall lamp	>aboliyk_1	pos:noun	UNK	UNK
217	أَبْلِيكَة	>aboliykap	أَبْلِيكَة	>aboliykap	noun	NOUN	أَبْلِيكَة	>aboliykap	_	>aboliykap_1	pos:noun	UNK	UNK
218	أَبْهَر	>abohar	أَبْهَر	>abohar	adj+elative	ADJ_COMP	أَبْهَر	>abohar	more;;most brilliant	>abohar_2	pos:adj_comp	>abohar_2	pos:adj_comp
219	أَبْهَر	>abohar	أَبْهَر	>abohar	verb	PV	أَبْهَر	>abohar	be dazzled;;dazzle	>abohar_1	pos:verb	>abohar_1	pos:verb
220	أَبْهَم	>aboham	أَبْهَم	>aboham	verb	PV	أَبْهَم	>aboham	be ambiguous;;make obscure;;be made obscure	>aboham_1	pos:verb	>aboham_1	pos:verb
221	أَبْهَى	>abohaY	أَبْهَى	>abohaY	adj+elative	ADJ_COMP	أَبْهَى	>abohaY	more splendid	>abohaY_1	pos:adj_comp	>abohaY_1	pos:adj_comp
222	أَبْهَى	>abohaY	أَبْهَى	>abohaY	adj+elative	ADJ_COMP	أَبْهَى	>abohaY	most magnificent	>abohaY_1	pos:adj_comp	>abohaY_1	pos:adj_comp
223	أَبْوَخ	>abowax	أَبْوَخ	>abowax	adj+elative	ADJ_COMP	أَسْخَف	>asoxaf	most tedious;;silly	>abowax_1	pos:adj_comp	UNK	UNK
224	أَبْوَخ	>abowax	أَبْوَخ	>abowax	adj+elative	ADJ_COMP	أَسْوَأ	>asowa>	worse;;worst	>abowax_1	pos:adj_comp	>asowa>_1	pos:adj_comp
225	أَبْوَظ	>abowaZ	أَبْوَظ	>abowaZ	adj+elative	ADJ_COMP	أَتْلَف	>atolaf	more useless	>abowaZ_1	pos:adj_comp	UNK	UNK
226	أَبْوَظ	>abowaZ	أَبْوَظ	>abowaZ	adj+elative	ADJ_COMP	أَسْوَأ	>asowa>	worse;;worst	>abowaZ_1	pos:adj_comp	>asowa>_1	pos:adj_comp
227	أَبْيَض	>aboyaD	أَبْيَض	>aboyaD	adj	ADJ	أَبْيَض	>aboyaD	light grey	>aboyaD_1	pos:adj	>aboyaD_1	pos:adj
228	أَبْيَض	>aboyaD	أَبْيَض	>aboyaD	adj	ADJ	أَبْيَض	>aboyaD	white	>aboyaD_1	pos:adj	>aboyaD_1	pos:adj
229	أَبْيَض	>aboyaD	أَبْيَض	>aboyaD	adj	ADJ	شَفّاف	$af~Af	transparent	>aboyaD_1	pos:adj	$af~Af_1	pos:adj
230	أَبْيَض	>aboyaD	أَبْيَض	>aboyaD	adj	ADJ	فارِغ	fArig	blank	>aboyaD_1	pos:adj	fArig_1	pos:adj
231	أَبْيَن	>aboyan	أَبْيَن	>aboyan	adj+elative	ADJ_COMP	أَوْضَح	>awoDaH	most clear	>aboyan_1	pos:adj_comp	>awoDaH_2	pos:adj_comp
232	أَتابِي	>atAbiy	أَتابِي	>atAbiy	part	PESUDO_VERB	لِذا	li*A	that's why	UNK	UNK	UNK	UNK
233	أَتاح	>atAH	أَتاح	>atAH	verb	PV	أَتاح	>atAH	allow	>atAH_1	pos:verb	>atAH_1	pos:verb
234	أَتاح	>atAH	أَتاح	>atAH	verb	PV	أَتاح	>atAH	grant;;provide;;be provided;;be granted;;be available	>atAH_1	pos:verb	>atAH_1	pos:verb
235	أَتَك	>atak	أَتَك	>atak	noun	NOUN	هامِش	hAmi$	margin	>atak_1	pos:noun	hAmi$_1	pos:noun
236	أَتَمّ	>atam~	أَتَمّ	>atam~	adj+elative	ADJ_COMP	أَتَمّ	>atam~	more complete;;perfect	>atam~_1	pos:adj_comp	>atam~_2	pos:adj_comp
237	أَتَمّ	>atam~	أَتَمّ	>atam~	adj+elative	ADJ_COMP	أَتَمّ	>atam~	more complete;;perfect	>atam~_2	pos:adj_comp	>atam~_2	pos:adj_comp
238	أَتَمّ	>atam~	أَتَمّ	>atam~	adj+elative	ADJ_COMP	أَتَمّ	>atam~	most complete	>atam~_1	pos:adj_comp	>atam~_2	pos:adj_comp
239	أَتَمّ	>atam~	أَتَمّ	>atam~	adj+elative	ADJ_COMP	أَتَمّ	>atam~	most complete	>atam~_2	pos:adj_comp	>atam~_2	pos:adj_comp
240	أَتَى	>ataY	أَتَى	>ataY	verb	PV	أَتَى	>ataY	arrive;;come;;reach	>ataY-i_1	pos:verb	>ataY-i_1	pos:verb
241	أَتَى	>ataY	أَتَى	>ataY	verb	PV	أَتَى	>ataY	arrive;;come;;reach	>ataY_1	pos:verb	>ataY-i_1	pos:verb
242	أَتَى	>ataY	أَتَى	>ataY	verb	PV	أَتَى	>ataY	come to	>ataY-i_1	pos:verb	>ataY-i_1	pos:verb
243	أَتَى	>ataY	أَتَى	>ataY	verb	PV	أَتَى	>ataY	come to	>ataY_1	pos:verb	>ataY-i_1	pos:verb
244	أَتُوفار	>atuwfAr	أَتُوفار	>atuwfAr	noun	NOUN	مُثَبِّط	muvab~iT	damper felt	UNK	UNK	muvab~iT_1	pos:noun
245	أَتُوفار	>atuwfAr	أَتُوفار	>atuwfAr	noun	NOUN	مُثَبِّط	muvab~iT	damper felt	UNK	UNK	muvab~iT_2	pos:noun
246	أَتُوفار	>atuwfAr	أَتُوفار	>atuwfAr	noun	NOUN	مُطْفَئَة الشُّمُوع	muTofa}ap Al$~umuwE	candle snuffer	UNK	UNK	UNK	UNK
247	أَتِلِيَيه	>atiliyayh	أَتِلِيَيه	>atiliyayh	noun	NOUN	مَعْرِض	maEoriD	exhibition;;review;;exhibit	UNK	UNK	maEoriD_1	pos:noun
248	أَتِيلِيه	>atiyliyh	أَتِيلِيه	>atiyliyh	noun	NOUN	وَرْشَة عَمَل	waro$ap Eamal	workshop	UNK	UNK	UNK	UNK
249	أَتْبَّت	>atob~at	أَتْبَّت	>atob~at	adj+elative	ADJ_COMP	أَبْلَد	>abolad	more cheeky;;insolent	UNK	UNK	>abolad_1	pos:adj_comp
250	أَتْحَف	>atoHaf	أَتْحَف	>atoHaf	verb	PV	أَتْحَف	>atoHaf	gift with	>atoHaf_1	pos:verb	>atoHaf_1	pos:verb
251	أَتْحَف	>atoHaf	أَتْحَف	>atoHaf	verb	PV	أَتْحَف	>atoHaf	present;;be presented	>atoHaf_1	pos:verb	>atoHaf_1	pos:verb
252	أَتْرِبِل	>atoribil	أَتْرِبِل	>atoribil	noun	NOUN	عَرْضَة	EaroDap	keel	UNK	UNK	EaroDap_1	pos:noun
253	أَتْرِبِيل	>atoribiyl	أَتْرِبِيل	>atoribiyl	noun	NOUN	سَيّارَة	say~Arap	car	UNK	UNK	say~Arap_1	pos:noun
254	أَتْعاب	>atoEAb	أَتْعاب	>atoEAb	noun	NOUN	أَتْعاب	>atoEAb	inconveniences;;labor	>atoEAb_1	pos:noun	>atoEAb_1	pos:noun
255	أَتْعاب	>atoEAb	أَتْعاب	>atoEAb	noun	NOUN	رُسُوم	rusuwm	fees	>atoEAb_1	pos:noun	UNK	UNK
256	أَتْعَب	>atoEab	أَتْعَب	>atoEab	adj+elative	ADJ_COMP	أَتْعَب	>atoEab	most tired	>atoEab_1	pos:adj_comp	UNK	UNK
257	أَتْعَب	>atoEab	أَتْعَب	>atoEab	verb	PV	أَتْعَب	>atoEab	tire	>atoEab_1	pos:verb	>atoEab_1	pos:verb
258	أَتْعَس	>atoEas	أَتْعَس	>atoEas	adj+elative	ADJ_COMP	أَتْعَس	>atoEas	miserably	>atoEas_1	pos:adj_comp	UNK	UNK
259	أَتْفَه	>atofah	أَتْفَه	>atofah	adj+elative	ADJ_COMP	أَتْفَه	>atofah	more trivial	>atofah_1	pos:adj_comp	>atofah_1	pos:adj_comp
260	أَتْفَه	>atofah	أَتْفَه	>atofah	adj+elative	ADJ_COMP	أَتْفَه	>atofah	most trivial	>atofah_1	pos:adj_comp	>atofah_1	pos:adj_comp
261	أَتْقَن	>atoqan	أَتْقَن	>atoqan	verb	PV	أَتْقَن	>atoqan	be made exact	>atoqan_1	pos:verb	>atoqan_1	pos:verb
262	أَتْقَن	>atoqan	أَتْقَن	>atoqan	verb	PV	أَتْقَن	>atoqan	be perfected;;be mastered;;perfect;;master	>atoqan_1	pos:verb	>atoqan_1	pos:verb
263	أَتْقَن	>atoqan	أَتْقَن	>atoqan	verb	PV	أَتْقَن	>atoqan	perfected	>atoqan_1	pos:verb	>atoqan_1	pos:verb
264	أَتْقَى	>atoqaY	أَتْقَى	>atoqaY	adj+elative	ADJ_COMP	أَتْقَى	>atoqaY	more pious	>atoqaY_1	pos:adj_comp	>atoqaY_1	pos:noun
265	أَتْقَى	>atoqaY	أَتْقَى	>atoqaY	adj+elative	ADJ_COMP	أَتْقَى	>atoqaY	most pious	>atoqaY_1	pos:adj_comp	>atoqaY_1	pos:noun
266	أَتْكَوَّر	>atokaw~ar	أَتْكَوَّر	>atokaw~ar	verb	PV	تَكَوَّر	takaw~ar	be in harmony	UNK	UNK	takaw~ar_1	pos:verb
267	أَتْلَح	>atolaH	أَتْلَح	>atolaH	adj+elative	ADJ_COMP	أَبْلَد	>abolad	most insensitive	>atolaH_1	pos:adj_comp	>abolad_1	pos:adj_comp
268	أَتْلَح	>atolaH	أَتْلَح	>atolaH	adj+elative	ADJ_COMP	أَصْفَق	>aSofaq	more impudent	>atolaH_1	pos:adj_comp	UNK	UNK
269	أَتْلَف	>atolaf	أَتْلَف	>atolaf	verb	PV	أَتْلَف	>atolaf	be ruined;;ruin;;damage;;be damaged	>atolaf_1	pos:verb	>atolaf_1	pos:verb
270	أَتْمِين	>atomiyn	أَتْمِين	>atomiyn	adj	ADJ	مُطَرَّز	muTar~az	soft evenly woven material	UNK	UNK	muTar~az_1	pos:adj
271	أَتْنَح	>atonaH	أَتْنَح	>atonaH	adj+elative	ADJ_COMP	أَصْفَق	>aSofaq	more impudent	>atonaH_1	pos:adj_comp	UNK	UNK
272	أَتْوَجِّه	>atowaj~ih	أَتْوَجِّه	>atowaj~ih	verb	PV	تَوَجَّه	tawaj~ah	turn to	UNK	UNK	tawaj~ah_1	pos:verb
273	أَتْوَجِّه	>atowaj~ih	أَتْوَجِّه	>atowaj~ih	verb	PV	وَجَّه	waj~ah	be directed towards	UNK	UNK	waj~ah_1	pos:verb
274	أَثاث	>avAv	أَثاث	>avAv	noun	NOUN	أَثاث	>avAv	furniture	>avAv_1	pos:noun	>avAv_1	pos:noun
275	أَثار	>avAr	أَثار	>avAr	verb	PV	أَثار	>avAr	be provoked;;raise;;be agitated;;be raised;;agitate;;provoke	>avAr_1	pos:verb	>avAr_1	pos:verb
276	أَثار	>avAr	أَثار	>avAr	verb	PV	أَثار	>avAr	excite	>avAr_1	pos:verb	>avAr_1	pos:verb
277	أَثَر	>avar	أَتَر	>atar	noun	NOUN	أَثَر	>avar	effect	>atar_1	pos:noun	>avar_1	pos:noun
278	أَثَر	>avar	أَثَر	>avar	noun	NOUN	أَثَر	>avar	effect	>avar_1	pos:noun	>avar_1	pos:noun
279	أَثَرِي	>avariy	أَثَرِي	>avariy	adj	ADJ	أَثَرِيّ	>avariy~	ancient	>avariy~_1	pos:adj	>avariy~_1	pos:adj
280	أَثَرِي	>avariy	أَثَرِي	>avariy	adj	ADJ	أَثَرِيّ	>avariy~	antiquarian	>avariy~_1	pos:adj	>avariy~_1	pos:adj
281	أَثَرِي	>avariy	أَثَرِي	>avariy	adj	ADJ	أَثَرِيّ	>avariy~	antique	>avariy~_1	pos:adj	>avariy~_1	pos:adj
282	أَثَل	>aval	أَثَل	>aval	noun	NOUN	أَثْل	>avol	tamarisk tree	UNK	UNK	>avol_1	pos:noun
283	أَثَير	>avayr	أَثَير	>avayr	noun	NOUN	أَثِير	>aviyr	ether	UNK	UNK	>aviyr_2	pos:noun
284	أَثِير	>aviyr	أَتِير	>atiyr	noun	NOUN	أَثِير	>aviyr	ether	>aviyr_1	pos:noun	>aviyr_2	pos:noun
285	أَثِير	>aviyr	أَتِير	>atiyr	noun	NOUN	أَثِير	>aviyr	ether	>aviyr_2	pos:noun	>aviyr_2	pos:noun
286	أَثِير	>aviyr	أَثِير	>aviyr	noun	NOUN	أَثِير	>aviyr	radio	>aviyr_1	pos:noun	>aviyr_1	pos:noun
287	أَثِير	>aviyr	أَثِير	>aviyr	noun	NOUN	أَثِير	>aviyr	radio	>aviyr_1	pos:noun	>aviyr_2	pos:noun
288	أَثِير	>aviyr	أَثِير	>aviyr	noun	NOUN	أَثِير	>aviyr	radio	>aviyr_2	pos:noun	>aviyr_1	pos:noun
289	أَثِير	>aviyr	أَثِير	>aviyr	noun	NOUN	أَثِير	>aviyr	radio	>aviyr_2	pos:noun	>aviyr_2	pos:noun
290	أَثِينا	>aviynA	أَتِينا	>atiynA	noun+prop	NOUN_PROP	أَثِينا	>aviynA	Athens	>aviynA_1	pos:noun_prop	>aviynA_1	pos:noun_prop
291	أَثَّر	>av~ar	أَثَّر	>av~ar	verb	PV	أَثَّر	>av~ar	be affected;;influence;;be influenced;;affect	>av~ar_1	pos:verb	>av~ar_1	pos:verb
292	أَثَّر	>av~ar	أَثَّر	>av~ar	verb	PV	أَثَّر	>av~ar	influence on	>av~ar_1	pos:verb	>av~ar_1	pos:verb
293	أَثِّث	>av~iv	أَثِّث	>av~iv	verb	PV	أَثَّث	>av~av	furnish	UNK	UNK	>av~av_1	pos:verb
294	أَثْبَت	>avobat	أَتْبَت	>atobat	adj+elative	ADJ_COMP	أَثْبَت	>avobat	more reliable;;steadier	>atobat_1	pos:adj_comp	>avobat_2	pos:adj_comp
295	أَثْبَت	>avobat	أَثْبَت	>avobat	adj+elative	ADJ_COMP	أَثْبَت	>avobat	more reliable;;firmer	>avobat_2	pos:adj_comp	>avobat_2	pos:adj_comp
296	أَثْبَت	>avobat	أَثْبَت	>avobat	verb	PV	أَثْبَت	>avobat	be established;;be ascertained;;establish;;ascertain	>avobat_1	pos:verb	>avobat_1	pos:verb
297	أَثْبَت	>avobat	أَثْبَت	>avobat	verb	PV	أَثْبَت	>avobat	prove	>avobat_1	pos:verb	>avobat_1	pos:verb
298	أَثْخَن	>avoxan	أَتْخَن	>atoxan	adj+elative	ADJ_COMP	أَثْخَن	>avoxan	thicker	>atoxan_1	pos:adj_comp	UNK	UNK
299	أَثْخَن	>avoxan	أَثْخَن	>avoxan	adj+elative	ADJ_COMP	أَثْخَن	>avoxan	thicker	UNK	UNK	UNK	UNK
300	أَثْرَم	>avoram	أَتْرَم	>atoram	adj	ADJ	أَثْرَم	>avoram	hashing	>atoram_1	pos:adj	UNK	UNK
301	أَثْرَم	>avoram	أَتْرَم	>atoram	adj+elative	ADJ_COMP	أَثْرَم	>avoram	having missing teeth	UNK	UNK	UNK	UNK
302	أَثْرَم	>avoram	أَطْرَم	>aToram	adj+elative	ADJ_COMP	أَهْتَم	>ahotam	having no front teeth	UNK	UNK	>ahotam_1	pos:noun
303	أَثْقال	>avoqAl	أَثْقال	>avoqAl	noun	NOUN	ثِقَل	viqal	weights	>avoqAl_1	pos:noun	viqal_1	pos:noun
304	أَثْقَل	>avoqal	أَتْقَل	>atoqal	adj+elative	ADJ_COMP	أَثْقَل	>avoqal	heavier;;more oppressive	>atoqal_1	pos:adj_comp	>avoqal_2	pos:adj_comp
305	أَثْقَل	>avoqal	أَتْقَل	>atoqal	adj+elative	ADJ_COMP	أَثْقَل	>avoqal	most heavy and burdensome	>atoqal_1	pos:adj_comp	>avoqal_2	pos:adj_comp
306	أَثْقَل	>avoqal	أَثْقَل	>avoqal	adj+elative	ADJ_COMP	أَثْقَل	>avoqal	most heavy and burdensome	>avoqal_2	pos:adj_comp	>avoqal_2	pos:adj_comp
307	أَثْلَة	>avolap	أَتْلَة	>atolap	noun	NOUN	أَثْلَة	>avolap	tamarisk	>atolap_1	pos:noun	>avolap_1	pos:noun
308	أَثْلَم	>avolam	أَتْلَم	>atolam	adj+elative	ADJ_COMP	أَبْلَد	>abolad	most blunt	>atolam_1	pos:adj_comp	>abolad_1	pos:adj_comp
309	أَثْلَم	>avolam	أَتْلَم	>atolam	adj+elative	ADJ_COMP	أَثْلَم	>avolam	furrow	>atolam_1	pos:adj_comp	UNK	UNK
310	أَثْناء	>avonA'	أَثْناء	>avonA'	adv	NOUN	أَثْناءَ	>avonA'a	during	>avonA'a_1	pos:noun	>avonA'a_1	pos:noun
311	أَثْناء	>avonA'	أَثْناء	>avonA'	adv	NOUN	أَثْناءَ	>avonA'a	during	AvonA'_1	pos:noun	>avonA'a_1	pos:noun
312	أَثْنَى	>avonaY	أَثْنَى	>avonaY	verb	PV	أَثْنَى	>avonaY	be praised;;be commended;;praise;;commend	>avonaY_1	pos:verb	>avonaY_1	pos:verb
313	أَجاب	>ajAb	أَجاب	>ajAb	verb	PV	أَجاب	>ajAb	be complied;;be answered;;answer;;be replied;;reply;;comply	>ajAb_1	pos:verb	>ajAb_1	pos:verb
314	أَجاب	>ajAb	أَجاب	>ajAb	verb	PV	أَجاب	>ajAb	respond	>ajAb_1	pos:verb	>ajAb_1	pos:verb
315	أَجاب	>ajAb	أَجاب	>ajAb	verb	PV	أَدَّى	>ad~aY	fulfill	>ajAb_1	pos:verb	>ad~aY_1	pos:verb
316	أَجاب	>ajAb	أَجاب	>ajAb	verb	PV	أَدَّى	>ad~aY	fulfill	>ajAb_1	pos:verb	>ad~aY_2	pos:verb
317	أَجاب	>ajAb	أَجاب	>ajAb	verb	PV	أَنْهَى	>anohaY	complete	>ajAb_1	pos:verb	>anohaY_1	pos:verb
318	أَجاب	>ajAb	أَجاب	>ajAb	verb	PV	حَقَّق	Haq~aq	realize	>ajAb_1	pos:verb	Haq~aq_1	pos:verb
319	أَجاد	>ajAd	أَجاد	>ajAd	verb	PV	أَتْقَن	>atoqan	excel in	>ajAd_1	pos:verb	>atoqan_1	pos:verb
320	أَجاد	>ajAd	أَجاد	>ajAd	verb	PV	أَجاد	>ajAd	be highly proficient in	>ajAd_1	pos:verb	>ajAd_1	pos:verb
321	أَجاد	>ajAd	أَجاد	>ajAd	verb	PV	أَجاد	>ajAd	be proficient at;;do well	>ajAd_1	pos:verb	>ajAd_1	pos:verb
322	أَجاد	>ajAd	أَجاد	>ajAd	verb	PV	أَجاد	>ajAd	do perfectly	>ajAd_1	pos:verb	>ajAd_1	pos:verb
323	أَجار	>ajAr	أَجار	>ajAr	verb	PV	أَجار	>ajAr	be granted asylum;;be protected;;protect;;grant asylum	>ajAr_1	pos:verb	>ajAr_1	pos:verb
324	أَجار	>ajAr	أَجار	>ajAr	verb	PV	أَجار	>ajAr	give aid	>ajAr_1	pos:verb	>ajAr_1	pos:verb
325	أَجار	>ajAr	أَجار	>ajAr	verb	PV	أَجار	>ajAr	help;;rescue	>ajAr_1	pos:verb	>ajAr_1	pos:verb
326	أَجازَة	>ajAzap	أَجازَة	>ajAzap	noun	NOUN	إِجازَة	<ijAzap	holiday	>ajAzap_1	pos:noun	<ijAzap_1	pos:noun
327	أَجاوِد	>ajAwid	أَجاوِد	>ajAwid	adj	ADJ	أَجاوِد	>ajAwid	nobles	jawAd_2	pos:adj	UNK	UNK
328	أَجاوِد	>ajAwid	أَجاوِد	>ajAwid	adj	ADJ	جَواد	jawAd	nobles;;generous people	jawAd_2	pos:adj	jawAd_2	pos:adj
329	أَجاوِد	>ajAwid	أَجاوِد	>ajAwid	adj	ADJ	شَرِيف	$ariyf	honorable	jawAd_2	pos:adj	$ariyf_2	pos:adj
330	أَجاوِد	>ajAwid	أَجاوِد	>ajAwid	adj	ADJ	كَرِيم	kariym	generous people	jawAd_2	pos:adj	kariym_2	pos:adj
331	أَجاوِد	>ajAwid	أَجاوِد	>ajAwid	adj	ADJ	نَبِيل	nabiyl	nobles	jawAd_2	pos:adj	nabiyl_1	pos:adj
332	أَجاوِيد	>ajAwiyd	أَجاوِيد	>ajAwiyd	adj	ADJ	جَواد	jawAd	generous people	jawAd_2	pos:adj	jawAd_2	pos:adj
