ID	Source	Egyptian-Word	CODA	MSA-Equivalent	MSA-Lemma	MSA_L_S_Type	English-Equivalent	Egyptian-POS	Egyptian-POS-LDC	MSA-POS	MSA-POS-LDC	Word-Type	Lemma	Gender	Number	Rationality	CALIMA_EGY_LEMMA	SAMA_LEMMA	CALIMA_ALMOR_POS	SAMA_POS	SAMA-Gloss
41227	C	mito$al~	mito$al~	ma$oluwl	ma$oluwl	L	paralyzed;impotent;inert	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito$al~_1	ma$oluwl_1	pos:adj	pos:adj	paralyzed;;impotent;;inert
41228	C	mito$al~aH	mito$al~aH	mu$al~aH	mu$al~aH	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$al~aH_1	mu$al~aH_1	pos:adj	pos:noun	dressing room
41229	C	mito$al~aq	mito$al~aq	muta$al~iq	muta$al~iq	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$al~aq_1	UNK	pos:adj	UNK	UNK
41230	C	mito$al~aq	mito$al~aq	mu$al~aq	mu$al~aq	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$al~aq_1	UNK	pos:adj	UNK	UNK
41231	C	mito$al~il	mito$al~il	mu$al~il	mu$al~il	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$al~il_1	UNK	pos:adj	UNK	UNK
41232	C	mito$al~it	mito$al~it	mu$al~it	mu$al~it	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$al~it_1	UNK	pos:adj	UNK	UNK
41233	C	mito$alo$il	mito$alo$il	mu$alo$al	mu$alo$al	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$alo$il_1	UNK	pos:adj	UNK	UNK
41234	C	mito$alofaT	mito$alofaT	mu$alofaT	mu$alofaT	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$alofaT_1	UNK	pos:adj	UNK	UNK
41235	C	mito$am~	mito$am~	mu$am~	mu$am~	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$am~_1	UNK	pos:adj	UNK	UNK
41236	C	mito$am~aE	mito$am~aE	muta$am~iE	muta$am~iE	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$am~aE_1	UNK	pos:adj	UNK	UNK
41237	C	mito$am~ar	mito$am~ar	muta$am~ir	muta$am~ir	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$am~ar_1	UNK	pos:adj	UNK	UNK
41238	C	mito$am~im	mito$am~im	muta$am~im	muta$am~im	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$am~im_1	UNK	pos:adj	UNK	UNK
41239	C	mito$am~is	mito$am~is	muta$am~is	muta$am~is	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$am~is_1	UNK	pos:adj	UNK	UNK
41240	C	mito$am~is	mito$am~is	muta$am~is	muta$am~is	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$am~is_1	UNK	pos:adj	UNK	UNK
41241	C	mito$am~it	mito$am~it	muta$am~it	muta$am~it	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$am~it_1	UNK	pos:adj	UNK	UNK
41242	C	mito$an~aE	mito$an~aE	muta$an~iE	muta$an~iE	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$an~aE_1	UNK	pos:adj	UNK	UNK
41243	C	mito$an~aq	mito$an~aq	muta$an~iq	muta$an~iq	L	hanged	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$an~aq_1	UNK	pos:adj	UNK	UNK
41244	C	mito$an~if	mito$an~if	mu$an~if	mu$an~if	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$an~if_1	UNK	pos:adj	UNK	UNK
41245	C	mito$an~ij	mito$an~ij	muta$an~ij	muta$an~ij	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$an~ij_1	UNK	pos:adj	UNK	UNK
41246	C	mito$aniyar	mito$aniyar	mu$anoyar	mu$anoyar	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
41247	C	mito$anodil	mito$anodil	mu$anodal	mu$anodal	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$anodil_1	UNK	pos:adj	UNK	UNK
41248	C	mito$anohif	mito$anohif	mu$anohaf	mu$anohaf	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$anohif_1	UNK	pos:adj	UNK	UNK
41249	C	mito$anokaH	mito$anokaH	muta$anokiH	muta$anokiH	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$anokaH_1	UNK	pos:adj	UNK	UNK
41250	C	mito$anokar	mito$anokar	mu$anokar	mu$anokar	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$anokar_1	UNK	pos:adj	UNK	UNK
41251	C	mito$anokil	mito$anokil	mutaEaroqil	mutaEaroqil	L	obstructed;;impeded	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$anokil_1	UNK	pos:adj	UNK	UNK
41252	C	mito$anokil	mito$anokil	mu$anokal	mu$anokal	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$anokil_1	UNK	pos:adj	UNK	UNK
41253	C	mito$anotif	mito$anotif	mu$anotaf	mu$anotaf	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$anotif_1	UNK	pos:adj	UNK	UNK
41254	C	mito$aq~	mito$aq~	muta$aq~	muta$aq~	L	split open;;separated	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$aq~_1	UNK	pos:adj	UNK	UNK
41255	C	mito$aq~	mito$aq~	ma$oquwq	ma$oquwq	L	split open;separated	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aq~_1	ma$oquwq_1	pos:adj	pos:adj	split open;;separated
41256	C	mito$aq~aq	mito$aq~aq	muta$aq~iq	muta$aq~iq	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$aq~aq_1	UNK	pos:adj	UNK	UNK
41257	C	mito$aq~aq	mito$aq~aq	muta$aq~iq	muta$aq~iq	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aq~aq_1	UNK	pos:adj	UNK	UNK
41258	C	mito$aq~ar	mito$aq~ar	muta$aq~ir	muta$aq~ir	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aq~ar_1	UNK	pos:adj	UNK	UNK
41259	C	mito$Aqiy	mito$Aqiy	muta$Aqiy	muta$Aqiy	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$Aqiy_1	UNK	pos:adj	UNK	UNK
41260	C	mito$aqolib	mito$aqolib	muta$aqolib	muta$aqolib	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$aqolib_1	muta$aqolib_1	pos:adj	pos:noun	acrobat;;stuntman
41261	C	mito$aqolib	mito$aqolib	mu$aqolab	mu$aqolab	L	upside down	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aqolib_1	UNK	pos:adj	UNK	UNK
41262	C	mito$aqoraf	mito$aqoraf	mu$aqoraf	mu$aqoraf	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aqoraf_1	UNK	pos:adj	UNK	UNK
41263	C	mito$ar~a$	mito$ar~a$	muta$ar~i$	muta$ar~i$	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ar~a$_1	UNK	pos:adj	UNK	UNK
41264	C	mito$ar~ab	mito$ar~ab	mu$ar~ib	mu$ar~ib	L	decorated with tassels	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ar~ab_1	UNK	pos:adj	UNK	UNK
41265	C	mito$ar~ad	mito$ar~ad	muta$ar~id	muta$ar~id	L	homeless;;displaced	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$ar~ad_1	muta$ar~id_1	pos:adj	pos:adj	homeless;;displaced
41266	C	mito$ar~ad	mito$ar~ad	mu$ar~ad	mu$ar~ad	L	homeless;displaced	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito$ar~ad_1	mu$ar~ad_1	pos:adj	pos:adj	homeless;;displaced
41267	C	mito$ar~af	mito$ar~af	muta$ar~if	muta$ar~if	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ar~af_1	UNK	pos:adj	UNK	UNK
41268	C	mito$ar~aH	mito$ar~aH	mu$ar~iH	mu$ar~iH	L	delightful	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ar~aH_1	mu$ar~iH_1	pos:adj	pos:noun	anatomist
41269	C	mito$ar~ak	mito$ar~ak	mu$orik	mu$orik	L	polytheist	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ar~ak_1	mu$orik_1	pos:adj	pos:adj	polytheist
41270	C	mito$ar~aq	mito$ar~aq	muta$ar~iq	muta$ar~iq	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ar~aq_1	UNK	pos:adj	UNK	UNK
41271	C	mito$ar~aT	mito$ar~aT	mu$ar~aT	mu$ar~aT	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ar~aT_1	UNK	pos:adj	UNK	UNK
41272	C	mito$ar~ax	mito$ar~ax	muta$ar~ix	muta$ar~ix	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$ar~ax_1	UNK	pos:adj	UNK	UNK
41273	C	mito$ar~ax	mito$ar~ax	mu$ar~ix	mu$ar~ix	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ar~ax_1	UNK	pos:adj	UNK	UNK
41274	C	mito$aro$ar	mito$aro$ar	mu$aro$ar	mu$aro$ar	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aro$ar_1	UNK	pos:adj	UNK	UNK
41275	C	mito$aro$ib	mito$aro$ib	mu$aro$ib	mu$aro$ib	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aro$ib_1	UNK	pos:adj	UNK	UNK
41276	C	mito$arobik	mito$arobik	muta$arobik	muta$arobik	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$arobik_1	UNK	pos:adj	UNK	UNK
41277	C	mito$arobik	mito$arobik	mu$arobik	mu$arobik	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$arobik_1	UNK	pos:adj	UNK	UNK
41278	C	mito$arodaH	mito$arodaH	muta$arodiH	muta$arodiH	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$arodaH_1	UNK	pos:adj	UNK	UNK
41279	C	mito$arodim	mito$aro*im	mu$aro*im	mu$aro*im	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$arodim_1	UNK	pos:adj	UNK	UNK
41280	C	mito$aromaT	mito$aromaT	mitarAqiE	mitarAqiE	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$aromaT_1	UNK	pos:adj	UNK	UNK
41281	C	mito$aromaT	mito$aromaT	mu$aromaT	mu$aromaT	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aromaT_1	UNK	pos:adj	UNK	UNK
41282	C	mito$AT	mito$AT	marofuws	marofuws	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$AT_1	UNK	pos:adj	UNK	UNK
41283	C	mito$aT~	mito$aT~	mu$iT~	mu$iT~	L	excessive	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aT~_1	mu$iT~_1	pos:adj	pos:adj	excessive
41284	C	mito$aT~ab	mito$aT~ab	mu$aT~ab	mu$aT~ab	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aT~ab_1	UNK	pos:adj	UNK	UNK
41285	C	mito$aT~af	mito$aT~af	muta$aT~if	muta$aT~if	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$aT~af_1	UNK	pos:adj	UNK	UNK
41286	C	mito$aT~af	mito$aT~af	mu$aT~if	mu$aT~if	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito$aT~af_1	UNK	pos:adj	UNK	UNK
41287	C	mito$at~il	mito$at~il	mu$at~il	mu$at~il	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$at~il_1	UNK	pos:adj	UNK	UNK
41288	C	mito$at~it	mito$at~it	mu$at~it	mu$at~it	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$at~it_1	UNK	pos:adj	UNK	UNK
41289	C	mito$aw~aH	mito$aw~aH	mu$aw~H	mu$aw~H	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aw~aH_1	UNK	pos:adj	UNK	UNK
41290	C	mito$aw~ah	mito$aw~ah	mu$aw~ah	mu$aw~ah	L	distorted;disabled;deformed	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aw~ah_1	mu$aw~ah_1	pos:adj	pos:adj	distorted;;disabled;;deformed
41291	C	mito$aw~aq	mito$aw~aq	muta$aw~iq	muta$aw~iq	L	desirous	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$aw~aq_1	UNK	pos:adj	UNK	UNK
41292	C	mito$aw~aq	mito$aw~aq	mu$aw~aq	mu$aw~aq	L	desirous	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aw~aq_1	mu$aw~aq_1	pos:adj	pos:adj	desirous
41293	C	mito$aw~ar	mito$aw~ar	muta$aw~ir	muta$aw~ir	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$aw~ar_1	UNK	pos:adj	UNK	UNK
41294	C	mito$aw~i$	mito$aw~i$	mu$aw~a$	mu$aw~a$	L	disturbed;distorted	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aw~i$_1	mu$aw~a$_1	pos:adj	pos:adj	disturbed;;distorted
41295	C	mito$aw~if	mito$aw~if	mu$aw~f	mu$aw~f	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aw~if_1	UNK	pos:adj	UNK	UNK
41296	C	mito$aw~ih	mito$aw~ih	mu$aw~ah	mu$aw~ah	L	distorted;disabled;deformed	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aw~ih_1	mu$aw~ah_1	pos:adj	pos:adj	distorted;;disabled;;deformed
41297	C	mito$aw~ik	mito$aw~ik	mu$aw~k	mu$aw~k	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aw~ik_1	UNK	pos:adj	UNK	UNK
41298	C	mito$aw~il	mito$aw~il	mu$aw~l	mu$aw~l	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aw~il_1	UNK	pos:adj	UNK	UNK
41299	C	mito$aw~in	mito$aw~in	mu$aw~n	mu$aw~n	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aw~in_1	UNK	pos:adj	UNK	UNK
41300	C	mito$aw~iT	mito$aw~iT	mu$aw~T	mu$aw~T	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aw~iT_1	UNK	pos:adj	UNK	UNK
41301	C	mito$aw$ar	mito$aw$ar	mu$aw$ar	mu$aw$ar	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$aw$ar_1	UNK	pos:adj	UNK	UNK
41302	C	mito$Awir	mito$Awir	muta$Awir	muta$Awir	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$Awir_1	UNK	pos:adj	UNK	UNK
41303	C	mito$ax~	mito$ax~	mu$ax~	mu$ax~	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ax~_1	UNK	pos:adj	UNK	UNK
41304	C	mito$ax~aS	mito$ax~aS	mu$ax~iS	mu$ax~iS	L	acting;impersonating	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ax~aS_1	mu$ax~iS_1	pos:adj	pos:adj	acting;;impersonating
41305	C	mito$ax~ax	mito$ax~ax	mu$ax~ix	mu$ax~ix	L	surpassing	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ax~ax_1	UNK	pos:adj	UNK	UNK
41306	C	mito$axo$an	mito$axo$an	muxo$awa$an	muxo$awa$an	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$axo$an_1	UNK	pos:adj	UNK	UNK
41307	C	mito$axo$ax	mito$axo$ax	muxa$oxa$	muxa$oxa$	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$axo$ax_1	UNK	pos:adj	UNK	UNK
41308	C	mito$axo$ax	mito$axo$ax	mu$axo$ax	mu$axo$ax	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$axo$ax_1	UNK	pos:adj	UNK	UNK
41309	C	mito$axobaT	mito$axobaT	mu$axobaT	mu$axobaT	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$axobaT_1	UNK	pos:adj	UNK	UNK
41310	C	mito$axolaE	mito$axolaE	muta$axolaE	muta$axolaE	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$axolaE_1	UNK	pos:adj	UNK	UNK
41311	C	mito$axolil	mito$axolil	muta$axolil	muta$axolil	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$axolil_1	UNK	pos:adj	UNK	UNK
41312	C	mito$axolil	mito$axolil	mu$axolal	mu$axolal	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$axolil_1	UNK	pos:adj	UNK	UNK
41313	C	mito$axoram	mito$axoram	mu$axoram	mu$axoram	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$axoram_1	UNK	pos:adj	UNK	UNK
41314	C	mito$ay~aE	mito$ay~aE	mu$ay~E	mu$ay~E	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ay~aE_1	UNK	pos:adj	UNK	UNK
41315	C	mito$ay~ax	mito$ay~ax	mu$ay~x	mu$ay~x	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ay~ax_1	UNK	pos:adj	UNK	UNK
41316	C	mito$ay~ib	mito$ay~ib	mu$ay~b	mu$ay~b	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ay~ib_1	UNK	pos:adj	UNK	UNK
41317	C	mito$ay~id	mito$ay~id	mu$ay~ad	mu$ay~ad	L	lofty	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ay~id_1	mu$ay~ad_1	pos:adj	pos:adj	lofty
41318	C	mito$ay~ik	mito$ay~ik	muta>an~iq	muta>an~iq	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$ay~ik_1	muta>an~iq_1	pos:adj	pos:noun	elegant
41319	C	mito$ay~ik	mito$ay~ik	mu$ay~k	mu$ay~k	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ay~ik_1	UNK	pos:adj	UNK	UNK
41320	C	mito$ay~il	mito$ay~il	mu$ay~l	mu$ay~l	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ay~il_1	UNK	pos:adj	UNK	UNK
41321	C	mito$ayTan	mito$ayTan	muta$ayTin	muta$ayTin	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$ayTan_1	UNK	pos:adj	UNK	UNK
41322	C	mito$ibih	mito$ibih	mu$ab~ah	mu$ab~ah	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ibih_1	UNK	pos:adj	UNK	UNK
41323	C	mito$ibik	mito$ibik	mu$otabik	mu$otabik	L	skirmishing;;clashing	pple-act	ADJ	pple-act	ADJ	L	_	M	S	I	mito$ibik_1	mu$otabik_2	pos:adj	pos:adj	involved;;entangled
41324	C	mito$ibik	mito$ibik	ma$obuwk	ma$obuwk	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ibik_1	UNK	pos:adj	UNK	UNK
41325	C	mito$ibiT	mito$ibiT	mu$ab~aT	mu$ab~aT	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ibiT_1	UNK	pos:adj	UNK	UNK
41326	C	mito$idih	mito$idih	ma$oduwh	ma$oduwh	L	confused;;baffled	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$idih_1	ma$oduwh_1	pos:adj	pos:adj	confused;;baffled
41327	C	mito$idix	mito$idix	ma$oduwx	ma$oduwx	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$idix_1	UNK	pos:adj	UNK	UNK
41328	C	mito$iEif	mito$iEif	ma$oEuwf	ma$oEuwf	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$iEif_1	UNK	pos:adj	UNK	UNK
41329	C	mito$iEiT	mito$iEiT	muno$aEiT	muno$aEiT	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$iEiT_1	UNK	pos:adj	UNK	UNK
41330	C	mito$ifiq	mito$ifiq	ma$ofuwq	ma$ofuwq	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ifiq_1	UNK	pos:adj	UNK	UNK
41331	C	mito$ifiT	mito$ifiT	ma$ofuwT	ma$ofuwT	L	siphoned out;;vacuumed	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ifiT_1	ma$ofuwT_1	pos:adj	pos:adj	siphoned out;;vacuumed
41332	C	mito$igil	mito$igil	mu$otagil	mu$otagil	L	busy;;occupied;;functioning;;in operation	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$igil_1	mu$otagil_1	pos:adj	pos:adj	busy;;occupied;;functioning;;in operation
41333	C	mito$igil	mito$igil	mu$ag~al	mu$ag~al	L	employed	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$igil_1	mu$ag~al_1	pos:adj	pos:adj	employed
41334	C	mito$iHin	mito$iHin	ma$oHuwn	ma$oHuwn	L	loaded;;freighted	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$iHin_1	ma$oHuwn_1	pos:adj	pos:adj	loaded;;freighted
41335	C	mito$ihir	mito$ihir	mu$otahir	mu$otahir	L	_	pple-act	ADJ	pple-act	ADJ	L	_	M	S	R	mito$ihir_1	UNK	pos:adj	UNK	UNK
41336	C	mito$ihir	mito$ihir	ma$ohuwr	ma$ohuwr	L	famous;;well-known	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	R	mito$ihir_1	ma$ohuwr_1	pos:adj	pos:adj	famous;;well-known
41337	C	mito$iHit	mito$iHito*	ma$oHuw*	ma$oHuw*	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$iHit_1	UNK	pos:adj	UNK	UNK
41338	C	mito$iHiT	mito$iHiT	ma$oHuwT	ma$oHuwT	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$iHiT_1	UNK	pos:adj	UNK	UNK
41339	C	mito$ikiH	mito$ikiH	ma$okuwH	ma$okuwH	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ikiH_1	UNK	pos:adj	UNK	UNK
41340	C	mito$ikim	mito$ikim	ma$okuwm	ma$okuwm	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ikim_1	UNK	pos:adj	UNK	UNK
41341	C	mito$ikir	mito$ikir	ma$okuwr	ma$okuwr	L	praiseworthy;;deserving thanks	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ikir_1	ma$okuwr_1	pos:adj	pos:adj	praiseworthy;;deserving thanks
41342	C	mito$ikiy	mito$ikiy	ma$okuwy~	ma$okuwy~	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$ikiy_1	UNK	pos:adj	UNK	UNK
41343	C	mito$iliH	mito$iliH	ma$oluwH	ma$oluwH	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$iliH_1	UNK	pos:adj	UNK	UNK
41344	C	mito$imil	mito$imil	ma$omuwl	ma$omuwl	L	included;;contained;;implied	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$imil_1	ma$omuwl_1	pos:adj	pos:adj	included;;contained;;implied
41345	C	mito$imit	mito$imit	ma$omuwt	ma$omuwt	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$imit_1	UNK	pos:adj	UNK	UNK
41346	C	mito$imiT	mito$imiT	ma$omuwT	ma$omuwT	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$imiT_1	UNK	pos:adj	UNK	UNK
41347	C	mito$iniq	mito$iniq	ma$onuwq	ma$onuwq	L	hanged	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$iniq_1	ma$onuwq_1	pos:adj	pos:adj	hanged
41348	C	mito$iniT	mito$iniT	ma$onowT	ma$onowT	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$iniT_1	UNK	pos:adj	UNK	UNK
41349	C	mito$iqif	mito$iqif	ma$oquwf	ma$oquwf	L	longing	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$iqif_1	UNK	pos:adj	UNK	UNK
41350	C	mito$iqil	mito$iqil	ma$oquwl	ma$oquwl	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$iqil_1	UNK	pos:adj	UNK	UNK
41351	C	mito$iqiT	mito$iqiT	ma$oquwT	ma$oquwT	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$iqiT_1	UNK	pos:adj	UNK	UNK
41352	C	mito$iri$	mito$iri$	ma$oruw$	ma$oruw$	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$iri$_1	UNK	pos:adj	UNK	UNK
41353	C	mito$irib	mito$irib	ma$oruwb	ma$oruwb	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$irib_1	ma$oruwb_1	pos:adj	pos:noun	beverage;;drink;;beverages
41354	C	mito$iriH	mito$iriH	ma$oruwH	ma$oruwH	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$iriH_1	UNK	pos:adj	UNK	UNK
41355	C	mito$irik	mito$irik	ma$oruwk	ma$oruwk	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$irik_1	UNK	pos:adj	UNK	UNK
41356	C	mito$irim	mito$irim	ma$oruwm	ma$oruwm	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$irim_1	UNK	pos:adj	UNK	UNK
41357	C	mito$irix	mito$irix	ma$oruwx	ma$oruwx	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$irix_1	UNK	pos:adj	UNK	UNK
41358	C	mito$iriy	mito$iriy	ma$oruwy~	ma$oruwy~	L	_	pple-pass	ADJ	pple-pass	ADJ	L	_	M	S	I	mito$iriy_1	UNK	pos:adj	UNK	UNK
