EducationalStage,HistoricalEra,Topic,Content,Source,Level,stemmedContent,stemmedTashContent,lemmatizedContent,book
HSL3,Colonial Era,معايير تشكل العالم بعد الحرب العالمية الثانية,ا) المعايير التاريخية: استمرار الصراع الدولي بين الشرق الاشتراكي والغرب الرأسمالي. تأسيس الأمم المتحدة كأداة لتنظيم العلاقات الدولية وحل النزاعات سلميا. نجاح حركات التحرر في تحقيق الاستقلال السياسي (بروز كتلة العالم الثالث). ب) المعايير الاقتصادية: توقيع اتفاقية بروتون وودز عام 1944 وبروز النظام المالي الدولي الجديد. بروز سياسية التكتلات الاقتصادية في العالم. اشتداد التنافس على الأسواق التجارية بين الأقطاب الاقتصادية الكبرى. ج) المعايير الاجتماعية: ترسيخ القيم و الأعراف الاجتماعية. إنشاء المنظمات غير الحكومية المدافعة عن الكرامة الإنسانية. د) المعايير العلمية والتكنولوجية: التسابق بين المعسكرين في امتلاك الطاقة النووية الموجهة للأغراض العسكرية. التسابق في مجال غزو الفضاء الخارجي. اكتساب التكنولوجيا ووسائل الاتصال والمعلوماتية.,https://www.topacademy-dz.com/Courses/ReadCourse/8/12/2492/%D8%A7%D9%84%D8%AB%D8%A7%D9%84%D8%AB%D8%A9-%D8%AB%D8%A7%D9%86%D9%88%D9%8A-%D8%A3%D8%AF%D8%A8-%D9%88-%D9%81%D9%84%D8%B3%D9%81%D8%A9-%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D9%88-%D8%AC%D8%BA%D8%B1%D8%A7%D9%81%D9%8A%D8%A7-%D8%A8%D8%B1%D9%88%D8%B2-%D8%A7%D9%84%D8%B5%D8%B1%D8%A7%D8%B9-%D9%88-%D8%AA%D8%B4%D9%83%D9%84-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85,1.0,ا) معاىىر ارىخىه: مرر صراع دول بىن شرق شترگ غرب راسمى. اسىس امم متحد گادا نظىم علاقا دولى وحل نزاعا لمىا. نجاح حرگا حرر فى حقىق ستقل ىاى (بروز گتل عم ثث). ب) معاىىر قتصدىه: وقىع تفقى روت دز عام 1944 برز نظام مى دول جدىد. روز ىاى گلا قتصدى فى عم. شتدد نافس على سوق جارى بىن قطب قتصدى گبرى. ج) معاىىر جتمعىه: رسىخ قىم و عرف جتمعىه. إنشاء منظما غىر حگومى مدافع عن گرام إنسانىه. د) معاىىر علمى گنولوجىه: سابق بىن معسگر فى متل طاق نووى موج غرض عسگرىه. سابق فى مجال غزو ضاء خارجى. گتسب گنولوجىا ساءل اتص معلوماتىه.,ا) معايير التاريخية: استمرار صراع دول بين شرق اشتراك غرب الرأسمالي. أسيس أمم متحد أدا نظيم علاق دول حل نزاع سلميا. جاح حرك تحرر في حقيق استقلال سياس (بروز تل عالم ثالث). ب) معايير الاقتصادية: وقيع اتفاق روتون ودز عام 1944 روز نظام مال دول جديد. روز سياس تكتل اقتصاد في عالم. شتداد تنافس على أسواق تجار بين أقطاب اقتصاد كبرى. ج) معايير الاجتماعية: رسيخ قيم و أعراف الاجتماعية. إنشاء منظم غير حكوم مدافع عن كرام الإنسانية. د) معايير علم والتكنولوجية: تسابق بين معسكر في متلا طاق نوو موجه أغراض عسكرية. تسابق في مجال غز فضاء خارجي. كتساب التكنولوجيا وسائل اتصال والمعلوماتية.,ا مِعْيار التاريخية ٱِسْتِمْرار صِراع دَوْلِيّ بَيْنَ شَرْق ٱِشْتِراكِيّ غَرْب الراسمالي تَأْسِيس أُمَّة مُتَّحِد كاد تَنْظِيم عَلاقَة دَوْلِيّ حَلّ نِزاع سلميا نَجاح حَرَكَة تَحَرُّر فِي تَحْقِيق ٱِسْتِقْلال سِياسِيّ بروز كُتْلَة عالَم الثالث ب مِعْيار الاقتصادية تَوْقِيع ٱِتِّفاق برُوتُون وودز عام بُرُوز نِظام مالِيّ دَوْلِيّ الجديد بُرُوز سِياسِيّ تَكَتُّل ٱِقْتِصادِيّ فِي العالم ٱِشْتِداد تَنافُس عَلَى سُوق تِجارِيّ بَيْنَ قُطْب ٱِقْتِصادِيّ الكبري ج مِعْيار الاجتماعية تَرْسِيخ قِيمَة وَ عُرْف الاجتماعية إِنْشاء مُنَظَّمَة غَيْر حُكُومِيّ مُدافِع عَن كَرامَة الانسانية د مِعْيار عِلْمِيّ والتكنولوجية تَسابُق بَيْنَ مُعَسْكَر فِي ٱِمْتِلاك طاقَة نَوَوِيّ مُوَجَّه غَرَض العسكرية تَسابُق فِي مَجال غَزْو فَضاء الخارجي ٱِكْتِساب تِكْنُولُوجِيا وَسِيلَة ٱِتِّصال والمعلوماتية,
HSL3,Colonial Era,الكتلة الشرقية,"أولا/ سياسيا: مبدأ جدانوف : رد فعل سوفيتي على مشروع مارشال الأمريكي صدر في 22 سبتمبر 1947 يتضمن تقسيم العالم إلى كتلتين الأولىديمقراطية : و يقصد بهاالمعسكر الشرقي بزعامة الاتحاد السوفيتي و الثانيةامبريالية: و يقصد بهاالمعسكر الغربي بقيادة الو.م.أ. الكومنفورم: -هو مكتب الإعلام الشيوعي تأسس في 05 أكتوبر 1947 ببولونيا لدعم الأحزاب الشيوعية الناشطة في أوروبا الغربية و تنظيم أعمال معادية للمصالح الأمريكية في العالم. ثانيا / اقتصاديا: الكوميكون: هو مجلس التعاون و التبادل الاقتصادي أسسه الاتحاد السوفيتي في 25 جانفي 1949 ضم دول أوربا الشرقية ( ألمانيا الشرقية، بولونيا، رومانيا، بلغاريا، تشكو سلوفاكيا) إلى جانب منغوليا الفيتنام، كوبا، ويهدف المجلس إلى تحقيق التنمية الاقتصادية المشتركة وإنشاء سوق للتبادل التجاري قصد مواجهة المشاريع الاقتصادية للكتلة الغربية. ثالثا / عسكريا : حلف وارسو : تكتل عسكري تأسس في 14 ماي 1955 كمنظمة أمنية تجمع دول أوربا الشرقية ، مقره وارسو عاصمة بولونيا ، حلّ في 01 جوان1991. دعم حركات التحرر: هي مساعدات مقدمة من الكتلة الشرقية لحركات التحرر الناشئة في العالم الثالث لهدفين إيديولوجي "" نشر الاشتراكية في العالم 3"" والثاني اقتصادي "" استغلال الموارد الطبيعية واحتكار الاستثمارات الاقتصادية. أسلحة الدمار الشامل: تمكن الاتحاد السوفياتي من دخول مجال التنافس حول امتلاك الأسلحة الإستراتجية بعد نجاح أول تجربة تفجير ذري بصحراء سيبيريا في 21 سبتمبر 1949 تلاها تطوير القدرات العسكرية النووية . غزو الفضاء الخارجي : استطاع رائد الفضاء الروسي يوري غاغارين من الدوران حول الأرض ثلاث مرات يوم 12 أفريل 1961 بالمركبة الفضائية فوستوك 1 معطيا سبقا علميا و عسكريا لصالح الاتحاد السوفيتي.",https://www.topacademy-dz.com/Courses/ReadCourse/8/12/2492/%D8%A7%D9%84%D8%AB%D8%A7%D9%84%D8%AB%D8%A9-%D8%AB%D8%A7%D9%86%D9%88%D9%8A-%D8%A3%D8%AF%D8%A8-%D9%88-%D9%81%D9%84%D8%B3%D9%81%D8%A9-%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D9%88-%D8%AC%D8%BA%D8%B1%D8%A7%D9%81%D9%8A%D8%A7-%D8%A8%D8%B1%D9%88%D8%B2-%D8%A7%D9%84%D8%B5%D8%B1%D8%A7%D8%B9-%D9%88-%D8%AA%D8%B4%D9%83%D9%84-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85,1.0,"ول/ ىاىا: مبدا جدانوف : رد فعل وفت على مشروع مارشال مرگ صدر فى 22 بتمبر 1947 تضمن قسىم عم إلى لتىن ىدىمقرطى : و قصد هاالمعسگر شرق زعام تحد وفت و ثانىهامبرىىه: و قصد هاالمعسگر غرب قىاد .م.ا. گومنفورم: -هو مگتب إعلام شوع اسس فى 05 وبر 1947 ونىا دعم حزب شىوعى ناشط فى وروب غربى و نظىم عمل معادى مصاح مرىگى فى عم. ثانىا / قتصدى: گومىگون: هو مجلس عاون و بادل قتصد سسه تحد وفت فى 25 جانف 1949 ضم دول ورب شرقى ( مانىا شرقىه، ونىا، رومانىا، لغارىا، شگو لوفاگىا) إلى جانب منغولىا ىتنام، گوبا، ىهدف مجلس إلى حقىق نمى قتصدى مشترگ إنشاء سوق باد جار قصد مواج مشارىع قتصدى گته غربىه. ثالثا / عسگرىا : حلف ارس : گل عسگر اسس فى 14 ماى 1955 گمنظم منى جمع دول ورب شرقى ، مقر ارس عاصم ونىا ، حلّ فى 01 جوان1991. دعم حرگا حرر: هى مساعدا مقدم من گتل شرقى حرگا حرر ناشء فى عم ثث هدف إدولوج "" نشر شترگى فى عم 3"" ثان قتصد "" غلل موارد طبىعى احتگار ثمر قتصدىه. سلح دمار شامل: مگن تحد وفات من دخول مجال نافس حول متل سلح إستراتجى بعد نجاح اول جرب فجىر ذرى صحراء ىبىرىا فى 21 بتمبر 1949 لاها طوىر قدرا عسگرى نووى . غزو ضاء خارج : ستطع راءد ضاء روس ور غاغار من دور حول ارض ثلاث مرا ىوم 12 فرىل 1961 مرگب ضاءى وستو 1 معطىا بقا علمىا و عسگرىا صاح تحد وفىتى.","لا/ سياسيا: مبدأ جدانوف : رد عل سوف على مشروع مارشال أمريك صدر في 22 سبتمبر 1947 تضم قسيم عالم إلى تل الأولىديمقراطية : و قصد بهاالمعسكر شرق زعام اتحاد سوفيت و الثانيةامبريالية: و قصد بهاالمعسكر غرب قياد و.م.أ. الكومنفورم: -ه مكتب إعلام شيوع أسس في 05 كتوبر 1947 بولونيا دعم أحزاب شيوع ناشط في روب غرب و نظيم عمال معاد مصالح أمريك في عالم. ثاني / اقتصاديا: الكوميكون: هو مجلس تعا و تبادل اقتصاد سس اتحاد سوفيت في 25 جانف 1949 ضم دول رب شرق ( مانيا شرقية، ولونيا، رومانيا، لغاريا، شكو سلوفاكيا) إلى جانب منغولي فيتنام، وبا، هدف مجلس إلى حقيق تنم اقتصاد مشترك إنشاء سوق تبادل تجار قصد مواجه مشاريع اقتصاد كتل غربية. ثالث / عسكري : حلف رسو : كتل عسكر أسس في 14 ما 1955 منظم من جمع دول رب شرق ، مقر رسو عاصم ولونيا ، حل في 01 جوان1991. دعم حرك تحرر: هي مساعد مقدم من كتل شرق حرك تحرر ناشئ في عالم ثالث هدف إيديولوجي "" شر اشتراك في عالم 3"" ثان قتصاد "" استغلال موارد طبيع حتكار استثمار الاقتصادية. سلح دمار شامل: مك اتحاد سوفيات من دخول مجال تنافس حول متلا أسلح إستراتج بعد جاح أول تجرب فجير ذر صحراء سيبيري في 21 سبتمبر 1949 لا طوير قدر عسكر نوو . غز فضاء خارج : ستطاع رائد فضاء روس وري غاغار من دور حول أرض ثلاث مر وم 12 ريل 1961 مركب فضائ وست 1 معطي سبق علمي و عسكري صالح اتحاد سوفيتي.",اولا سياسيا مَبْدَأ جدانوف رَدّ فِعْل سُوفْيِتِيّ عَلَى مَشْرُوع مارِشال أَمْرِيكِيّ صَدَر فِي سِبْتَمْبِر تَضَمَّن تَقْسِيم عالَم إِلَى كُتْلَة الاوليديمقراطية وَ قَصَد بهاالمعسكر شَرْقِيّ زَعامَة ٱِتِّحاد سُوفْيِتِيّ وَ الثانيةامبريالية وَ قَصَد بهاالمعسكر غَرْبِيّ قِيادَة الوما الكومنفورم هو مَكْتَب إِعْلام شُيُوعِيّ تَأَسَّس فِي أُكْتُوبِر بُولُونِيا دَعْم حِزْب شُيُوعِيّ ناشِط فِي أُورُبّا غَرْبِيّ وَ تَنْظِيم عَمَل مُعادِي مَصْلَحَة أَمْرِيكِيّ فِي العالم ثانِي اقتصاديا الكوميكون هُوَ مَجْلِس تَعاوُن وَ تَبادُل ٱِقْتِصادِيّ أَساس ٱِتِّحاد سُوفْيِتِيّ فِي جانفِي ضَمّ دَوْلَة أُورُبّا شَرْقِيّ أَلْمانِيا الشرقية، بولونيا، رومانيا، بلغاريا، شَكا سلوفاكيا إِلَى جانِب مُنْغُولِيا الفيتنام، كوبا، هَدَف مَجْلِس إِلَى تَحْقِيق تَنْمِيَة ٱِقْتِصادِيّ مُشْتَرَك إِنْشاء سُوق تَبادُل تِجارِيّ قَصَد مُواجَهَة مَشْرُوع ٱِقْتِصادِيّ كُتْلَة الغربية ثالِث عَسْكَرِيّ حِلْف رَسا تَكَتُّل عَسْكَرِيّ تَأَسَّس فِي ماي مُنَظَّمَة أَمْنِيّ جَمَع دَوْلَة أُورُبّا شَرْقِيّ ، مَقَرّ رَسا عاصِمَة بُولُونِيا ، حَلّ فِي جوان دَعْم حَرَكَة التحرر هِيَ مُساعَدَة مُقَدَّم مِن كُتْلَة شَرْقِيّ حَرَكَة تَحَرُّر ناشِئ فِي عالَم ثالِث هَدَف إِيديُولُوجِيّ نَشَر ٱِشْتِراكِيّ فِي عالَم ثانِي ٱِقْتِصادِيّ ٱِسْتِغْلال مَوْرِد طَبِيعِيّ ٱِحْتِكار ٱِسْتِثْمار الاقتصادية سِلاح دَمار الشامل تَمّ ٱِتِّحاد سُوفْيِتِيّ مِن دُخُول مَجال تَنافُس حَوْل ٱِمْتِلاك سِلاح الاستراتجية بَعْد نَجاح أَوَّل تَجْرِبَة تَفْجِير ذُرْوَة صَحْراء سِيبِيرِيّ فِي سِبْتَمْبِر تَلا تَطْوِير قُدْرَة عَسْكَرِيّ نَوَوِيّ غَزْو فَضاء خارِجِيّ ٱِسْتَطاع رائِد فَضاء رُوسِيّ وَرَى غاغارين مِن دَوْر حَوَّل أَرْض ثَلاث مَرَّة يَوْم أَفْرِيل مَرْكَبَة فَضائِيّ فوستوك مُعْطَى سَبَق عِلْمِيّ وَ عَسْكَرِيّ صالِح ٱِتِّحاد السوفيتي,
HSL3,Colonial Era,الكتلة الغربية,أولا/ سياسيا : مبدأ ترومان : عبارة عن مساعدات أمريكية موجهة لتركيا و اليونان قيمتها 400 مليون دولار من اقتراح الرئيس الأمريكي هاري ترومان تدخل في إطار محاصرة المد الشيوعي في أوروبا الشرقية. سياسة ملء الفراغ: هي سياسة استعمارية وظفتها الإدارة الأمريكية بعد انسحاب القوى الاستعمارية التقليدية من المستعمرات بحجة مواجهة المد الشيوعي في العالم. ثانيا-اقتصاديا : مشروع مارشال: هو مخطط اقتصادي من اقتراح كاتب الدولة للخارجيةالأمريكية جورج مارشال أعلن عنها في 05 جوان 1947 بقيمة 12.8 مليار دولار موجهة لإعادة اعمار أوربا واحتواء المد الشيوعي في أوروبا الشرقية. مشروع إيزنهاور: عبارة عن مساعدات أمريكية قيمتها 200 مليون دولار موجهة لدول الشرق الأوسط لمنع التمدد الاشتراكي في المنطقة العربية بعد نجاح الثورة المصرية 1952 وتأمين أبار النفط في الخليج العربي و توفير الأمن و الرعاية اللامشروطة لدولة إسرائيل . ثالثا / عسكريا: حلف شمال الأطلسي : تكتل عسكري تأسس في 04 أفريل 1949 كمنظمة أمنية تظم الدول المطلة على الضفة الشمالية للأطلسي وبعض دول الضفة الجنوبية للمتوسط ، مقره بروكسل ببلجيكا. التدخل العسكري: سياسة انتهجتها الولايات المتحدة الأمريكية تدخل في إطارمحاصرة المد الشيوعي مثل التدخل الأمريكي في الفيتنام 1963-1975. التسابق نحو التسلح : نجحت الو م أ في تطوير القدرات العسكرية الإستراتجية،إذ بلغ عدد الرؤوس النووية لديها عام 1955 حوالي 2000 رأس نووي. غزو الفضاء الخارجي: استمر التحدي الأمريكي في مجالغزو الفضاء حتىتاريخ إنزال أول إنسان( نيل أرمسترونغ ) على سطح القمر يوم 21 جويلية 1969 معطيا تفوقا علميا و نوعيا للوم ا في مجال غزو الفضاء. الاستنتاج: العالم في ظل التهديداتالخطيرةللحرب الباردة على الأمن و السلم الدوليين.,https://www.topacademy-dz.com/Courses/ReadCourse/8/12/2492/%D8%A7%D9%84%D8%AB%D8%A7%D9%84%D8%AB%D8%A9-%D8%AB%D8%A7%D9%86%D9%88%D9%8A-%D8%A3%D8%AF%D8%A8-%D9%88-%D9%81%D9%84%D8%B3%D9%81%D8%A9-%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D9%88-%D8%AC%D8%BA%D8%B1%D8%A7%D9%81%D9%8A%D8%A7-%D8%A8%D8%B1%D9%88%D8%B2-%D8%A7%D9%84%D8%B5%D8%B1%D8%A7%D8%B9-%D9%88-%D8%AA%D8%B4%D9%83%D9%84-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85,1.0,ول/ ىاىا : مبدا روم : عبار عن مساعدا مرىگى موج رگىا و ونان قىمت 400 ملى دولار من قترح رءىس مرگ هار روم دخل فى إطار محاصر مد شوع فى وروب شرقىه. ىاه ملء راغ: هى ىاه عمرى ظفت إدار مرىگى بعد نسحب قوى عمرى قلىدى من عمرا حجه مواج مد شوع فى عم. ثانىا-اقتصادىا : مشروع مارشال: هو مخطط قتصد من قترح گاتب دول خارجىاامرىگى جورج مارشال علن عنها فى 05 جوان 1947 قىم 12.8 ملىار دولار موج إعاد عمر ورب احتاء مد شوع فى وروب شرقىه. مشروع إىزنهاور: عبار عن مساعدا مرىگى قىمت 200 ملى دولار موج دو شرق وسط منع مدد شترگ فى منطق عربى بعد نجاح ثور مصرى 1952 تام بر نفط فى خلىج عرب و وفىر امن و رعاى امشروط دوه إسراءىل . ثالثا / عسگرىا: حلف شمال طلس : گل عسگر اسس فى 04 فرىل 1949 گمنظم منى تظم دول مطل على ضفه شمى طسى بعض دول ضفه جنوبى متوسط ، مقر روگسل لجىگا. دخل عسگرى: ىاه نتجت ىات متحد مرىگى دخل فى إطارمحاصر مد شوع مثل دخل مرگ فى ىتنام 1963-1975. سابق نحو سلح : نجح و م ا فى طوىر قدرا عسگرى إستراتجىه،إذ بلغ عدد رءوس نووى دىها عام 1955 حوال 2000 راس نووى. غزو ضاء خارجى: ستمر حدى مرگ فى مجالغزو ضاء حتىتارىخ إنزال اول إنسان( نىل رمسترونغ ) على سطح قمر ىوم 21 جوىلى 1969 معطىا فوقا علمىا و نوعىا وم ا فى مجال غزو ضاء. نتج: عم فى ظل هدىداخطىرهللحرب ارد على امن و سلم دولىىن.,لا/ سياسي : مبدأ روم : عبار عن مساعد مريك موجه ركي و يون قيم 400 ملي دولار من قتراح رئيس أمريك هار روم دخل في إطار محاصر مد شيوع في روب شرقية. سياس ملء فراغ: هي سياس استعمار ظف إدار أمريك بعد نسحاب قوى استعمار تقليد من مستعمر حج مواجه مد شيوع في عالم. ثانيا-اقتصاديا : مشروع مارشال: هو مخطط قتصاد من قتراح اتب دول للخارجيةالأمريكية جورج مارشال عل عن في 05 جو 1947 قيم 12.8 مليار دولار موجه إعاد عمار رب حتواء مد شيوع في روب شرقية. مشروع إيزنهاور: عبار عن مساعد مريك قيم 200 ملي دولار موجه دول شرق أوسط منع تمدد اشتراك في منطق عرب بعد جاح ثور مصر 1952 أم ار نفط في خليج عرب و وفير أمن و رعا لامشروط دول إسرائيل . ثالث / عسكريا: حلف شمال أطلس : كتل عسكر أسس في 04 ريل 1949 منظم من ظم دول مطل على ضف شمال أطلس بعض دول ضف جنوب متوسط ، مقر روكسل بلجيكا. تدخل عسكري: سياس انتهج ولا متحد أمريك دخل في إطارمحاصرة مد شيوع مثل تدخل أمريك في فيتنام 1963-1975. تسابق نحو تسلح : نجح لو م أ في طوير قدر عسكر الإستراتجية،إذ لغ عدد رؤوس نوو لدى عام 1955 حوالى 2000 رأس نووي. غز فضاء خارجي: ستمر تحد أمريك في مجالغز فضاء حتىتاريخ إنزال أول إنسان( يل أرمسترونغ ) على سطح قمر وم 21 جويل 1969 معطي فوق علمي و وعيا وم ا في مجال غز فضاء. الاستنتاج: عالم في ظل التهديداتالخطيرةللحرب بارد على أمن و سلم دوليين.,اولا سِياسِيّ مَبْدَأ رام عِبارَة عَن مُساعَدَة أَمْرِيكِيّ مُوَجَّه تُرْكِيّ وَ يُونان قِيمَة مِلْيُون دُولار مِن ٱِقْتِراح رَئِيس أَمْرِيكِيّ هارِي رام تَدَخُّل فِي إِطار مُحاصَرَة مَدّ شُيُوعِيّ فِي أُورُبّا الشرقية سِياسَة مَلْء الفراغ هِيَ سِياسَة ٱِسْتِعْمارِيّ وَظَّف إِدارَة أَمْرِيكِيّ بَعْد ٱِنْسِحاب قُوَّة ٱِسْتِعْمارِيّ تَقْلِيدِيّ مِن مُسْتَعْمِر حُجَّة مُواجَهَة مَدّ شُيُوعِيّ فِي العالم ثانيااقتصاديا مَشْرُوع مارشال هُوَ مُخَطَّط ٱِقْتِصادِيّ مِن ٱِقْتِراح كاتِب دَوْلَة للخارجيةالامريكية جُورْج مارِشال أَعْلَن عَن فِي جُوان قِيمَة مِلْيار دُولار مُوَجَّه إِعادَة إِعْمار أُورُبّا ٱِحْتِواء مَدّ شُيُوعِيّ فِي أُورُبّا الشرقية مَشْرُوع ايزنهاور عِبارَة عَن مُساعَدَة أَمْرِيكِيّ قِيمَة مِلْيُون دُولار مُوَجَّه دَوْلَة شَرْق أَوْسَط مَنْع تَمَدُّد ٱِشْتِراكِيّ فِي مِنْطَقَة عَرَبِيّ بَعْد نَجاح ثَوْرَة مِصْرِيّ تَأْمِين بِئْر نَفْط فِي خَلِيج عَرَبِيّ وَ تَوْفِير أَمْن وَ رِعايَة اللامشروطة دَوْلَة إِسْرائِيل ثالِث عسكريا حِلْف شَمال أَطْلَسِيّ تَكَتُّل عَسْكَرِيّ تَأَسَّس فِي أَفْرِيل مُنَظَّمَة أَمْنِيّ تظم دَوْلَة مُطِلّ عَلَى ضِفَّة شَمالِيّ أَطْلَسِيّ بَعْض دَوْلَة ضِفَّة جَنُوبِيّ مُتَوَسِّط ، مَقَرّ برُوكْسِل ببلجيكا تَدَخُّل العسكري سِياسَة ٱِنْتَهَج وِلايَة مُتَّحِد أَمْرِيكِيّ دَخَل فِي اطارمحاصرة مَدّ شُيُوعِيّ مِثْل تَدَخُّل أَمْرِيكِيّ فِي فِيَتْنام تَسابُق نَحْو تَسَلُّح نَجَح لَوَى م أَ فِي تَطْوِير قُدْرَة عَسْكَرِيّ الاستراتجية،اذ، بَلَغ عَدَد رَأْس نَوَوِيّ لَدَى عام حَوالَى رَأْس نووي غَزْو فَضاء الخارجي ٱِسْتَمَرّ تَحَدِّي أَمْرِيكِيّ فِي مجالغزو فَضاء حتيتاريخ إِنْزال أَوَّل انسان نَيْل ارمسترونغ عَلَى سَطْح قَمَر يَوْم جُوِيلِي مُعْطَى فاق عِلْمِيّ وَ نَوْعِيّ لَوْم أَ فِي مَجال غَزْو الفضاء الاستنتاج عالَم فِي ظِلّ التهديداتالخطيرةللحرب بارِد عَلَى أَمْن وَ سُلَّم الدوليين,
HSL3,Post-Independence Era,طبيعة العلاقة بين الكتلتين الشرقية والغربية,تميزت بمايلي: شدة التوتر وحدة الصراع الإيديولوجي بين الكتلتين التنافس حول مناطق النفوذ الإستراتجية كمنطقة الشرق الأوسط وشرق و جنوب شرق أسيا التدخل العسكري في العالم مثل التدخل الأمريكي المباشر في الفيتنام 1963-1975 حدوث أزمات دولية أخطرها أزمة الصواريخ السوفيتية بكوبا 1962 تطبيق الو.م.أ سياسة ملء الفراغ بعد تراجع قوى الاستعمار التقليدي دعم الاتحاد السوفيتي حركات التحرر في العالم الثالث,https://www.topacademy-dz.com/Courses/ReadCourse/8/12/2492/%D8%A7%D9%84%D8%AB%D8%A7%D9%84%D8%AB%D8%A9-%D8%AB%D8%A7%D9%86%D9%88%D9%8A-%D8%A3%D8%AF%D8%A8-%D9%88-%D9%81%D9%84%D8%B3%D9%81%D8%A9-%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D9%88-%D8%AC%D8%BA%D8%B1%D8%A7%D9%81%D9%8A%D8%A7-%D8%A8%D8%B1%D9%88%D8%B2-%D8%A7%D9%84%D8%B5%D8%B1%D8%A7%D8%B9-%D9%88-%D8%AA%D8%B4%D9%83%D9%84-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85,1.0,مىز ماىلى: شده ور حده صراع إدولوج بىن لتىن نافس حول مناطق نفوذ إستراتجى گمنطق شرق وسط شرق و جنوب شرق سى دخل عسگر فى عم مثل دخل مرگ مباشر فى ىتنام 1963-1975 حدوث زمت دولى خطر زمه صوارىخ وفىتى گوا 1962 طبىق .م.ا ىاه ملء راغ بعد راجع قوى عمر قلد دعم تحد وفت حرگا حرر فى عم ثث,تميز مايلي: شد توتر حد صراع الإيديولوجي بين كتل تنافس حول مناطق نفوذ إستراتج منطق شرق أوسط شرق و جنوب شرق سي تدخل عسكر في عالم مثل تدخل أمريك مباشر في فيتنام 1963-1975 حدوث زم دول خطر زم صواريخ سوفيت كوبا 1962 طبيق و.م.أ سياس ملء فراغ بعد راجع قوى استعمار تقليد دعم اتحاد سوفيت حرك تحرر في عالم ثالث,تَمَيَّز بمايلي شِدَّة تَوَتُّر وَحْد صِراع إِيديُولُوجِيّ بَيْنَ كُتْلَة تَنافُس حَوْل مِنْطَقَة نُفُوذ الاستراتجية مِنْطَقَة شَرْق أَوْسَط شَرْق وَ جَنُوب شَرْق أَسْيا تَدَخُّل عَسْكَرِيّ فِي عالَم مِثْل تَدَخُّل أَمْرِيكِيّ مُباشِر فِي فِيَتْنام حُدُوث أَزْمَة دَوْلِيّ خَطَر أَزْمَة صارُوخ سُوفْيِتِيّ كُوبا تَطْبِيق الوما سِياسَة مَلْء فَراغ بَعْد تَراجُع قُوَّة ٱِسْتِعْمار تَقْلِيدِيّ دَعْم ٱِتِّحاد سُوفْيِتِيّ حَرَكَة تَحَرُّر فِي عالَم ثالِث,
